icp_number,meter_serial_number,channel_number,started_at,ended_at,value,unit_code,status
0005424879RN95C,208034815,1,31/10/2017 1:00,31/10/2017 1:29,0.133,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 1:30,31/10/2017 1:59,0.132,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 2:00,31/10/2017 2:29,0.131,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 2:30,31/10/2017 2:59,0.107,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 3:00,31/10/2017 3:29,0.107,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 3:30,31/10/2017 3:59,0.106,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 4:00,31/10/2017 4:29,0.089,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 4:30,31/10/2017 4:59,0.076,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 5:00,31/10/2017 5:29,0.076,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 5:30,31/10/2017 5:59,0.072,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 6:00,31/10/2017 6:29,0.078,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 6:30,31/10/2017 6:59,0.085,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 7:00,31/10/2017 7:29,0.086,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 7:30,31/10/2017 7:59,0.248,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 8:00,31/10/2017 8:29,0.185,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 8:30,31/10/2017 8:59,0.131,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 9:00,31/10/2017 9:29,0.093,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 9:30,31/10/2017 9:59,0.093,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 10:00,31/10/2017 10:29,0.087,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 10:30,31/10/2017 10:59,0.08,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 11:00,31/10/2017 11:29,0.081,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 11:30,31/10/2017 11:59,0.088,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 12:00,31/10/2017 12:29,0.089,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 12:30,31/10/2017 12:59,0.085,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 13:00,31/10/2017 13:29,0.083,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 13:30,31/10/2017 13:59,0.081,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 14:00,31/10/2017 14:29,0.088,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 14:30,31/10/2017 14:59,0.089,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 15:00,31/10/2017 15:29,0.089,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 15:30,31/10/2017 15:59,0.084,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 16:00,31/10/2017 16:29,0.083,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 16:30,31/10/2017 16:59,0.089,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 17:00,31/10/2017 17:29,0.092,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 17:30,31/10/2017 17:59,0.089,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 18:00,31/10/2017 18:29,0.085,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 18:30,31/10/2017 18:59,0.083,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 19:00,31/10/2017 19:29,0.091,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 19:30,31/10/2017 19:59,0.094,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 20:00,31/10/2017 20:29,0.14,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 20:30,31/10/2017 20:59,0.165,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 21:00,31/10/2017 21:29,0.156,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 21:30,31/10/2017 21:59,0.173,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 22:00,31/10/2017 22:29,0.174,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 22:30,31/10/2017 22:59,0.179,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 23:00,31/10/2017 23:29,0.105,kWh,validated
0005424879RN95C,208034815,1,31/10/2017 23:30,31/10/2017 23:59,0.091,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 0:00,1/11/2017 0:29,0.093,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 0:30,1/11/2017 0:59,0.087,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 1:00,1/11/2017 1:29,0.084,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 1:30,1/11/2017 1:59,0.084,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 2:00,1/11/2017 2:29,0.09,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 2:30,1/11/2017 2:59,0.09,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 3:00,1/11/2017 3:29,0.083,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 3:30,1/11/2017 3:59,0.081,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 4:00,1/11/2017 4:29,0.084,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 4:30,1/11/2017 4:59,0.088,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 5:00,1/11/2017 5:29,0.088,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 5:30,1/11/2017 5:59,0.083,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 6:00,1/11/2017 6:29,0.081,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 6:30,1/11/2017 6:59,0.083,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 7:00,1/11/2017 7:29,0.088,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 7:30,1/11/2017 7:59,0.088,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 8:00,1/11/2017 8:29,0.085,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 8:30,1/11/2017 8:59,0.161,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 9:00,1/11/2017 9:29,0.187,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 9:30,1/11/2017 9:59,0.115,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 10:00,1/11/2017 10:29,0.088,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 10:30,1/11/2017 10:59,0.085,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 11:00,1/11/2017 11:29,0.081,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 11:30,1/11/2017 11:59,0.081,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 12:00,1/11/2017 12:29,0.088,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 12:30,1/11/2017 12:59,0.088,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 13:00,1/11/2017 13:29,0.088,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 13:30,1/11/2017 13:59,0.086,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 14:00,1/11/2017 14:29,0.118,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 14:30,1/11/2017 14:59,0.121,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 15:00,1/11/2017 15:29,0.183,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 15:30,1/11/2017 15:59,0.234,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 16:00,1/11/2017 16:29,0.154,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 16:30,1/11/2017 16:59,0.202,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 17:00,1/11/2017 17:29,0.157,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 17:30,1/11/2017 17:59,0.155,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 18:00,1/11/2017 18:29,0.154,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 18:30,1/11/2017 18:59,0.169,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 19:00,1/11/2017 19:29,1.406,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 19:30,1/11/2017 19:59,0.505,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 20:00,1/11/2017 20:29,0.15,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 20:30,1/11/2017 20:59,0.192,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 21:00,1/11/2017 21:29,0.273,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 21:30,1/11/2017 21:59,0.186,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 22:00,1/11/2017 22:29,0.188,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 22:30,1/11/2017 22:59,0.183,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 23:00,1/11/2017 23:29,0.119,kWh,validated
0005424879RN95C,208034815,1,1/11/2017 23:30,1/11/2017 23:59,0.089,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 0:00,2/11/2017 0:29,0.084,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 0:30,2/11/2017 0:59,0.086,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 1:00,2/11/2017 1:29,0.09,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 1:30,2/11/2017 1:59,0.089,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 2:00,2/11/2017 2:29,0.085,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 2:30,2/11/2017 2:59,0.086,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 3:00,2/11/2017 3:29,0.451,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 3:30,2/11/2017 3:59,0.482,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 4:00,2/11/2017 4:29,0.114,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 4:30,2/11/2017 4:59,0.714,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 5:00,2/11/2017 5:29,0.082,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 5:30,2/11/2017 5:59,0.081,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 6:00,2/11/2017 6:29,0.086,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 6:30,2/11/2017 6:59,0.086,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 7:00,2/11/2017 7:29,0.082,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 7:30,2/11/2017 7:59,0.192,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 8:00,2/11/2017 8:29,0.123,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 8:30,2/11/2017 8:59,0.119,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 9:00,2/11/2017 9:29,0.197,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 9:30,2/11/2017 9:59,0.162,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 10:00,2/11/2017 10:29,0.137,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 10:30,2/11/2017 10:59,0.134,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 11:00,2/11/2017 11:29,0.137,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 11:30,2/11/2017 11:59,0.129,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 12:00,2/11/2017 12:29,0.108,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 12:30,2/11/2017 12:59,0.122,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 13:00,2/11/2017 13:29,0.131,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 13:30,2/11/2017 13:59,0.232,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 14:00,2/11/2017 14:29,0.138,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 14:30,2/11/2017 14:59,0.144,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 15:00,2/11/2017 15:29,0.144,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 15:30,2/11/2017 15:59,0.155,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 16:00,2/11/2017 16:29,0.214,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 16:30,2/11/2017 16:59,0.135,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 17:00,2/11/2017 17:29,0.175,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 17:30,2/11/2017 17:59,0.174,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 18:00,2/11/2017 18:29,0.375,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 18:30,2/11/2017 18:59,0.83,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 19:00,2/11/2017 19:29,0.259,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 19:30,2/11/2017 19:59,0.15,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 20:00,2/11/2017 20:29,0.15,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 20:30,2/11/2017 20:59,0.163,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 21:00,2/11/2017 21:29,0.168,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 21:30,2/11/2017 21:59,0.203,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 22:00,2/11/2017 22:29,0.295,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 22:30,2/11/2017 22:59,0.168,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 23:00,2/11/2017 23:29,0.105,kWh,validated
0005424879RN95C,208034815,1,2/11/2017 23:30,2/11/2017 23:59,0.094,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 0:00,3/11/2017 0:29,0.093,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 0:30,3/11/2017 0:59,0.086,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 1:00,3/11/2017 1:29,0.083,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 1:30,3/11/2017 1:59,0.089,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 2:00,3/11/2017 2:29,0.09,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 2:30,3/11/2017 2:59,0.087,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 3:00,3/11/2017 3:29,0.082,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 3:30,3/11/2017 3:59,0.083,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 4:00,3/11/2017 4:29,0.09,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 4:30,3/11/2017 4:59,0.089,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 5:00,3/11/2017 5:29,0.084,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 5:30,3/11/2017 5:59,0.082,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 6:00,3/11/2017 6:29,0.081,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 6:30,3/11/2017 6:59,0.088,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 7:00,3/11/2017 7:29,0.088,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 7:30,3/11/2017 7:59,0.215,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 8:00,3/11/2017 8:29,0.113,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 8:30,3/11/2017 8:59,0.082,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 9:00,3/11/2017 9:29,0.088,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 9:30,3/11/2017 9:59,0.087,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 10:00,3/11/2017 10:29,0.083,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 10:30,3/11/2017 10:59,0.08,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 11:00,3/11/2017 11:29,0.081,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 11:30,3/11/2017 11:59,0.087,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 12:00,3/11/2017 12:29,0.088,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 12:30,3/11/2017 12:59,0.086,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 13:00,3/11/2017 13:29,0.082,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 13:30,3/11/2017 13:59,0.081,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 14:00,3/11/2017 14:29,0.169,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 14:30,3/11/2017 14:59,0.087,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 15:00,3/11/2017 15:29,0.101,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 15:30,3/11/2017 15:59,0.086,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 16:00,3/11/2017 16:29,0.083,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 16:30,3/11/2017 16:59,0.094,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 17:00,3/11/2017 17:29,0.093,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 17:30,3/11/2017 17:59,0.086,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 18:00,3/11/2017 18:29,0.266,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 18:30,3/11/2017 18:59,0.812,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 19:00,3/11/2017 19:29,0.63,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 19:30,3/11/2017 19:59,0.493,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 20:00,3/11/2017 20:29,0.219,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 20:30,3/11/2017 20:59,0.19,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 21:00,3/11/2017 21:29,0.154,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 21:30,3/11/2017 21:59,0.156,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 22:00,3/11/2017 22:29,0.182,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 22:30,3/11/2017 22:59,0.203,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 23:00,3/11/2017 23:29,0.252,kWh,validated
0005424879RN95C,208034815,1,3/11/2017 23:30,3/11/2017 23:59,0.258,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 0:00,4/11/2017 0:29,0.176,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 0:30,4/11/2017 0:59,0.169,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 1:00,4/11/2017 1:29,0.088,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 1:30,4/11/2017 1:59,0.091,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 2:00,4/11/2017 2:29,0.093,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 2:30,4/11/2017 2:59,0.086,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 3:00,4/11/2017 3:29,0.083,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 3:30,4/11/2017 3:59,0.086,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 4:00,4/11/2017 4:29,0.091,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 4:30,4/11/2017 4:59,0.088,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 5:00,4/11/2017 5:29,0.083,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 5:30,4/11/2017 5:59,0.081,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 6:00,4/11/2017 6:29,0.091,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 6:30,4/11/2017 6:59,0.089,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 7:00,4/11/2017 7:29,0.082,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 7:30,4/11/2017 7:59,0.081,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 8:00,4/11/2017 8:29,0.094,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 8:30,4/11/2017 8:59,0.125,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 9:00,4/11/2017 9:29,0.174,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 9:30,4/11/2017 9:59,0.12,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 10:00,4/11/2017 10:29,0.18,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 10:30,4/11/2017 10:59,0.199,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 11:00,4/11/2017 11:29,0.152,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 11:30,4/11/2017 11:59,0.152,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 12:00,4/11/2017 12:29,0.158,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 12:30,4/11/2017 12:59,0.156,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 13:00,4/11/2017 13:29,0.279,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 13:30,4/11/2017 13:59,0.165,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 14:00,4/11/2017 14:29,0.158,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 14:30,4/11/2017 14:59,0.267,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 15:00,4/11/2017 15:29,0.189,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 15:30,4/11/2017 15:59,0.121,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 16:00,4/11/2017 16:29,0.117,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 16:30,4/11/2017 16:59,0.117,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 17:00,4/11/2017 17:29,0.132,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 17:30,4/11/2017 17:59,0.108,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 18:00,4/11/2017 18:29,0.111,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 18:30,4/11/2017 18:59,0.116,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 19:00,4/11/2017 19:29,0.113,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 19:30,4/11/2017 19:59,0.109,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 20:00,4/11/2017 20:29,0.108,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 20:30,4/11/2017 20:59,0.116,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 21:00,4/11/2017 21:29,0.112,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 21:30,4/11/2017 21:59,0.083,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 22:00,4/11/2017 22:29,0.083,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 22:30,4/11/2017 22:59,0.089,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 23:00,4/11/2017 23:29,0.091,kWh,validated
0005424879RN95C,208034815,1,4/11/2017 23:30,4/11/2017 23:59,0.084,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 0:00,5/11/2017 0:29,0.169,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 0:30,5/11/2017 0:59,0.172,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 1:00,5/11/2017 1:29,0.138,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 1:30,5/11/2017 1:59,0.09,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 2:00,5/11/2017 2:29,0.085,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 2:30,5/11/2017 2:59,0.083,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 3:00,5/11/2017 3:29,0.1,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 3:30,5/11/2017 3:59,0.484,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 4:00,5/11/2017 4:29,0.401,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 4:30,5/11/2017 4:59,0.367,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 5:00,5/11/2017 5:29,0.305,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 5:30,5/11/2017 5:59,0.087,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 6:00,5/11/2017 6:29,0.087,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 6:30,5/11/2017 6:59,0.081,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 7:00,5/11/2017 7:29,0.079,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 7:30,5/11/2017 7:59,0.084,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 8:00,5/11/2017 8:29,0.086,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 8:30,5/11/2017 8:59,0.085,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 9:00,5/11/2017 9:29,0.079,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 9:30,5/11/2017 9:59,0.129,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 10:00,5/11/2017 10:29,0.176,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 10:30,5/11/2017 10:59,0.113,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 11:00,5/11/2017 11:29,0.106,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 11:30,5/11/2017 11:59,0.103,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 12:00,5/11/2017 12:29,0.144,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 12:30,5/11/2017 12:59,0.116,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 13:00,5/11/2017 13:29,0.161,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 13:30,5/11/2017 13:59,0.133,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 14:00,5/11/2017 14:29,0.16,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 14:30,5/11/2017 14:59,0.159,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 15:00,5/11/2017 15:29,0.321,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 15:30,5/11/2017 15:59,0.172,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 16:00,5/11/2017 16:29,0.111,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 16:30,5/11/2017 16:59,0.115,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 17:00,5/11/2017 17:29,0.115,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 17:30,5/11/2017 17:59,0.109,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 18:00,5/11/2017 18:29,0.108,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 18:30,5/11/2017 18:59,0.132,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 19:00,5/11/2017 19:29,0.147,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 19:30,5/11/2017 19:59,0.149,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 20:00,5/11/2017 20:29,0.237,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 20:30,5/11/2017 20:59,0.212,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 21:00,5/11/2017 21:29,0.148,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 21:30,5/11/2017 21:59,0.162,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 22:00,5/11/2017 22:29,0.173,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 22:30,5/11/2017 22:59,0.128,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 23:00,5/11/2017 23:29,0.099,kWh,validated
0005424879RN95C,208034815,1,5/11/2017 23:30,5/11/2017 23:59,0.091,kWh,validated
0005424879RN95C,208034815,1,6/11/2017 0:00,6/11/2017 0:29,0.085,kWh,validated
0005424879RN95C,208034815,1,6/11/2017 0:30,6/11/2017 0:59,0.081,kWh,validated
0005424879RN95C,208034815,1,6/11/2017 1:00,6/11/2017 1:29,0.085,kWh,validated
0005424879RN95C,208034815,1,6/11/2017 1:30,6/11/2017 1:59,0.089,kWh,validated
